"month","lc_class","lc_descr","burned_area_km2"
2012-12-01,120,"Shrubland",1.71114
2012-12-01,130,"Grassland",0.720480000000001
2012-12-01,180,"Flooded Vegetation",0.540360000000001
2012-12-01,190,"Built areas",0
2012-12-01,200,"Bare areas",0
2012-12-01,210,"Water bodies",20.89392
2013-01-01,10,"Crops rainfed",0
2013-01-01,30,"Crop-tree mosaic",0
2013-01-01,60,"Woodland",0
2013-01-01,120,"Shrubland",0.720480000000001
2013-01-01,130,"Grassland",0.630420000000001
2013-01-01,180,"Flooded Vegetation",0
2013-01-01,190,"Built areas",0
2013-01-01,200,"Bare areas",0.0900600000000001
2013-01-01,210,"Water bodies",16.57104
2013-02-01,10,"Crops rainfed",0
2013-02-01,30,"Crop-tree mosaic",0
2013-02-01,60,"Woodland",0
2013-02-01,120,"Shrubland",0.720480000000001
2013-02-01,130,"Grassland",0.630420000000001
2013-02-01,180,"Flooded Vegetation",0
2013-02-01,190,"Built areas",0
2013-02-01,200,"Bare areas",0.0900600000000001
2013-02-01,210,"Water bodies",16.57104
2013-03-01,10,"Crops rainfed",0
2013-03-01,30,"Crop-tree mosaic",0
2013-03-01,60,"Woodland",0
2013-03-01,120,"Shrubland",0.720480000000001
2013-03-01,130,"Grassland",0.630420000000001
2013-03-01,180,"Flooded Vegetation",0
2013-03-01,190,"Built areas",0
2013-03-01,200,"Bare areas",0.0900600000000001
2013-03-01,210,"Water bodies",16.57104
2013-04-01,10,"Crops rainfed",0
2013-04-01,30,"Crop-tree mosaic",0.27018
2013-04-01,60,"Woodland",0.540360000000001
2013-04-01,120,"Shrubland",30.08004
2013-04-01,130,"Grassland",1.44096
2013-04-01,180,"Flooded Vegetation",0
2013-04-01,190,"Built areas",0
2013-04-01,200,"Bare areas",0.0900600000000001
2013-04-01,210,"Water bodies",16.57104
2013-05-01,10,"Crops rainfed",1.53102
2013-05-01,30,"Crop-tree mosaic",1.98132
2013-05-01,60,"Woodland",1.17078
2013-05-01,120,"Shrubland",21.70446
2013-05-01,130,"Grassland",0.630420000000001
2013-05-01,180,"Flooded Vegetation",0
2013-05-01,190,"Built areas",0
2013-05-01,200,"Bare areas",0.0900600000000001
2013-05-01,210,"Water bodies",16.57104
2013-06-01,10,"Crops rainfed",0.27018
2013-06-01,30,"Crop-tree mosaic",0
2013-06-01,60,"Woodland",1.3509
2013-06-01,120,"Shrubland",70.6070400000001
2013-06-01,130,"Grassland",0.630420000000001
2013-06-01,180,"Flooded Vegetation",0
2013-06-01,190,"Built areas",0
2013-06-01,200,"Bare areas",0.0900600000000001
2013-06-01,210,"Water bodies",16.57104
2013-07-01,10,"Crops rainfed",0
2013-07-01,30,"Crop-tree mosaic",0.0900600000000001
2013-07-01,60,"Woodland",0.450300000000001
2013-07-01,120,"Shrubland",27.82854
2013-07-01,130,"Grassland",0.900600000000001
2013-07-01,180,"Flooded Vegetation",0
2013-07-01,190,"Built areas",0
2013-07-01,200,"Bare areas",4.95330000000001
2013-07-01,210,"Water bodies",16.57104
2013-08-01,10,"Crops rainfed",3.51234
2013-08-01,30,"Crop-tree mosaic",1.62108
2013-08-01,60,"Woodland",6.84456000000001
2013-08-01,120,"Shrubland",273.24204
2013-08-01,130,"Grassland",0.630420000000001
2013-08-01,180,"Flooded Vegetation",0
2013-08-01,190,"Built areas",0
2013-08-01,200,"Bare areas",0.27018
2013-08-01,210,"Water bodies",16.75116
2013-09-01,10,"Crops rainfed",14.4096
2013-09-01,30,"Crop-tree mosaic",17.1114
2013-09-01,60,"Woodland",31.88124
2013-09-01,120,"Shrubland",696.614100000001
2013-09-01,130,"Grassland",4.14276000000001
2013-09-01,180,"Flooded Vegetation",0
2013-09-01,190,"Built areas",0
2013-09-01,200,"Bare areas",4.32288000000001
2013-09-01,210,"Water bodies",16.57104
2013-10-01,10,"Crops rainfed",90.6003600000001
2013-10-01,30,"Crop-tree mosaic",12.06804
2013-10-01,60,"Woodland",5.76384000000001
2013-10-01,120,"Shrubland",671.487360000001
2013-10-01,130,"Grassland",25.2168
2013-10-01,180,"Flooded Vegetation",0
2013-10-01,190,"Built areas",0
2013-10-01,200,"Bare areas",0.36024
2013-10-01,210,"Water bodies",16.57104
2013-11-01,10,"Crops rainfed",7.74516000000001
2013-11-01,30,"Crop-tree mosaic",9.54636000000001
2013-11-01,60,"Woodland",13.0587
2013-11-01,120,"Shrubland",357.0879
2013-11-01,130,"Grassland",32.60172
2013-11-01,180,"Flooded Vegetation",0
2013-11-01,190,"Built areas",0
2013-11-01,200,"Bare areas",0.0900600000000001
2013-11-01,210,"Water bodies",16.57104
2013-12-01,10,"Crops rainfed",0
2013-12-01,30,"Crop-tree mosaic",0
2013-12-01,60,"Woodland",0
2013-12-01,120,"Shrubland",0.720480000000001
2013-12-01,130,"Grassland",0.630420000000001
2013-12-01,180,"Flooded Vegetation",0
2013-12-01,190,"Built areas",0
2013-12-01,200,"Bare areas",0.0900600000000001
2013-12-01,210,"Water bodies",16.57104
2014-01-01,10,"Crops rainfed",0
2014-01-01,30,"Crop-tree mosaic",0
2014-01-01,60,"Woodland",0
2014-01-01,120,"Shrubland",0.720480000000001
2014-01-01,130,"Grassland",0.630420000000001
2014-01-01,180,"Flooded Vegetation",0
2014-01-01,190,"Built areas",0
2014-01-01,200,"Bare areas",0.0900600000000001
2014-01-01,210,"Water bodies",16.57104
2014-02-01,10,"Crops rainfed",0
2014-02-01,30,"Crop-tree mosaic",0
2014-02-01,60,"Woodland",0
2014-02-01,120,"Shrubland",0.720480000000001
2014-02-01,130,"Grassland",0.630420000000001
2014-02-01,180,"Flooded Vegetation",0
2014-02-01,190,"Built areas",0
2014-02-01,200,"Bare areas",0.0900600000000001
2014-02-01,210,"Water bodies",16.57104
2014-03-01,10,"Crops rainfed",0
2014-03-01,30,"Crop-tree mosaic",0
2014-03-01,60,"Woodland",0
2014-03-01,120,"Shrubland",0.720480000000001
2014-03-01,130,"Grassland",0.630420000000001
2014-03-01,180,"Flooded Vegetation",0
2014-03-01,190,"Built areas",0
2014-03-01,200,"Bare areas",0.0900600000000001
2014-03-01,210,"Water bodies",16.57104
2014-04-01,10,"Crops rainfed",0
2014-04-01,30,"Crop-tree mosaic",0
2014-04-01,60,"Woodland",0
2014-04-01,120,"Shrubland",3.42228
2014-04-01,130,"Grassland",0.720480000000001
2014-04-01,180,"Flooded Vegetation",0
2014-04-01,190,"Built areas",0
2014-04-01,200,"Bare areas",0.0900600000000001
2014-04-01,210,"Water bodies",16.57104
2014-05-01,10,"Crops rainfed",0
2014-05-01,30,"Crop-tree mosaic",0.0900600000000001
2014-05-01,60,"Woodland",0.630420000000001
2014-05-01,120,"Shrubland",21.97464
2014-05-01,130,"Grassland",0.630420000000001
2014-05-01,180,"Flooded Vegetation",0
2014-05-01,190,"Built areas",0
2014-05-01,200,"Bare areas",0.0900600000000001
2014-05-01,210,"Water bodies",16.57104
2014-06-01,10,"Crops rainfed",0
2014-06-01,30,"Crop-tree mosaic",0
2014-06-01,60,"Woodland",3.69246
2014-06-01,120,"Shrubland",48.81252
2014-06-01,130,"Grassland",0.630420000000001
2014-06-01,180,"Flooded Vegetation",0
2014-06-01,190,"Built areas",0
2014-06-01,200,"Bare areas",0.0900600000000001
2014-06-01,210,"Water bodies",16.57104
2014-07-01,10,"Crops rainfed",0
2014-07-01,30,"Crop-tree mosaic",0
2014-07-01,60,"Woodland",0.18012
2014-07-01,120,"Shrubland",90.2401200000001
2014-07-01,130,"Grassland",0.720480000000001
2014-07-01,180,"Flooded Vegetation",0
2014-07-01,190,"Built areas",0
2014-07-01,200,"Bare areas",0.0900600000000001
2014-07-01,210,"Water bodies",16.57104
2014-08-01,10,"Crops rainfed",19.54302
2014-08-01,30,"Crop-tree mosaic",2.97198
2014-08-01,60,"Woodland",7.74516000000001
2014-08-01,120,"Shrubland",179.03928
2014-08-01,130,"Grassland",1.3509
2014-08-01,180,"Flooded Vegetation",0
2014-08-01,190,"Built areas",0
2014-08-01,200,"Bare areas",0.0900600000000001
2014-08-01,210,"Water bodies",16.57104
2014-09-01,10,"Crops rainfed",96.7244400000001
2014-09-01,30,"Crop-tree mosaic",16.03068
2014-09-01,60,"Woodland",30.80052
2014-09-01,120,"Shrubland",1482.65778
2014-09-01,130,"Grassland",8.01534000000001
2014-09-01,180,"Flooded Vegetation",0.540360000000001
2014-09-01,190,"Built areas",0
2014-09-01,200,"Bare areas",0.810540000000001
2014-09-01,210,"Water bodies",16.57104
2014-10-01,10,"Crops rainfed",8.91594000000001
2014-10-01,30,"Crop-tree mosaic",13.14876
2014-10-01,60,"Woodland",152.83182
2014-10-01,120,"Shrubland",2546.17632
2014-10-01,130,"Grassland",149.0493
2014-10-01,180,"Flooded Vegetation",0.36024
2014-10-01,190,"Built areas",0
2014-10-01,200,"Bare areas",0.540360000000001
2014-10-01,210,"Water bodies",16.57104
2014-11-01,10,"Crops rainfed",0
2014-11-01,30,"Crop-tree mosaic",0.810540000000001
2014-11-01,60,"Woodland",5.49366000000001
2014-11-01,120,"Shrubland",141.93456
2014-11-01,130,"Grassland",2.2515
2014-11-01,180,"Flooded Vegetation",0
2014-11-01,190,"Built areas",0
2014-11-01,200,"Bare areas",0.0900600000000001
2014-11-01,210,"Water bodies",16.57104
2014-12-01,10,"Crops rainfed",0
2014-12-01,30,"Crop-tree mosaic",0
2014-12-01,60,"Woodland",0
2014-12-01,120,"Shrubland",0.720480000000001
2014-12-01,130,"Grassland",0.630420000000001
2014-12-01,180,"Flooded Vegetation",0
2014-12-01,190,"Built areas",0
2014-12-01,200,"Bare areas",0.0900600000000001
2014-12-01,210,"Water bodies",16.57104
2015-01-01,10,"Crops rainfed",0
2015-01-01,30,"Crop-tree mosaic",0
2015-01-01,60,"Woodland",0
2015-01-01,120,"Shrubland",0.720480000000001
2015-01-01,130,"Grassland",0.630420000000001
2015-01-01,180,"Flooded Vegetation",0
2015-01-01,190,"Built areas",0
2015-01-01,200,"Bare areas",0.0900600000000001
2015-01-01,210,"Water bodies",16.57104
2015-02-01,10,"Crops rainfed",0
2015-02-01,30,"Crop-tree mosaic",0
2015-02-01,60,"Woodland",0
2015-02-01,120,"Shrubland",0.720480000000001
2015-02-01,130,"Grassland",0.630420000000001
2015-02-01,180,"Flooded Vegetation",0
2015-02-01,190,"Built areas",0
2015-02-01,200,"Bare areas",0.0900600000000001
2015-02-01,210,"Water bodies",16.57104
2015-03-01,10,"Crops rainfed",0
2015-03-01,30,"Crop-tree mosaic",0
2015-03-01,60,"Woodland",0
2015-03-01,120,"Shrubland",4.68312000000001
2015-03-01,130,"Grassland",0.630420000000001
2015-03-01,180,"Flooded Vegetation",0
2015-03-01,190,"Built areas",0
2015-03-01,200,"Bare areas",0.0900600000000001
2015-03-01,210,"Water bodies",16.57104
2015-04-01,10,"Crops rainfed",0
2015-04-01,30,"Crop-tree mosaic",0.900600000000001
2015-04-01,60,"Woodland",0.630420000000001
2015-04-01,120,"Shrubland",10.26684
2015-04-01,130,"Grassland",1.08072
2015-04-01,180,"Flooded Vegetation",0
2015-04-01,190,"Built areas",0
2015-04-01,200,"Bare areas",0.0900600000000001
2015-04-01,210,"Water bodies",16.57104
2015-05-01,10,"Crops rainfed",0
2015-05-01,30,"Crop-tree mosaic",0
2015-05-01,60,"Woodland",0.630420000000001
2015-05-01,120,"Shrubland",15.3102
2015-05-01,130,"Grassland",0.630420000000001
2015-05-01,180,"Flooded Vegetation",0
2015-05-01,190,"Built areas",0
2015-05-01,200,"Bare areas",0.0900600000000001
2015-05-01,210,"Water bodies",16.57104
2015-06-01,10,"Crops rainfed",0.18012
2015-06-01,30,"Crop-tree mosaic",0
2015-06-01,60,"Woodland",0.810540000000001
2015-06-01,120,"Shrubland",88.9792800000001
2015-06-01,130,"Grassland",1.53102
2015-06-01,180,"Flooded Vegetation",0
2015-06-01,190,"Built areas",0
2015-06-01,200,"Bare areas",0.0900600000000001
2015-06-01,210,"Water bodies",16.57104
2015-07-01,10,"Crops rainfed",13.86924
2015-07-01,30,"Crop-tree mosaic",9.90660000000001
2015-07-01,60,"Woodland",16.39092
2015-07-01,120,"Shrubland",265.94718
2015-07-01,130,"Grassland",1.26084
2015-07-01,180,"Flooded Vegetation",0
2015-07-01,190,"Built areas",0
2015-07-01,200,"Bare areas",0.0900600000000001
2015-07-01,210,"Water bodies",16.57104
2015-08-01,10,"Crops rainfed",5.22348000000001
2015-08-01,30,"Crop-tree mosaic",9.36624000000001
2015-08-01,60,"Woodland",18.55236
2015-08-01,120,"Shrubland",271.89114
2015-08-01,130,"Grassland",7.02468000000001
2015-08-01,180,"Flooded Vegetation",0
2015-08-01,190,"Built areas",0
2015-08-01,200,"Bare areas",0.18012
2015-08-01,210,"Water bodies",16.57104
2015-09-01,10,"Crops rainfed",11.52768
2015-09-01,30,"Crop-tree mosaic",10.44696
2015-09-01,60,"Woodland",93.5723400000001
2015-09-01,120,"Shrubland",951.213720000001
2015-09-01,130,"Grassland",16.57104
2015-09-01,180,"Flooded Vegetation",0
2015-09-01,190,"Built areas",0
2015-09-01,200,"Bare areas",0.0900600000000001
2015-09-01,210,"Water bodies",16.57104
2015-10-01,10,"Crops rainfed",6.21414000000001
2015-10-01,30,"Crop-tree mosaic",28.27884
2015-10-01,60,"Woodland",171.114
2015-10-01,120,"Shrubland",859.352520000001
2015-10-01,130,"Grassland",16.57104
2015-10-01,180,"Flooded Vegetation",0
2015-10-01,190,"Built areas",0
2015-10-01,200,"Bare areas",0.0900600000000001
2015-10-01,210,"Water bodies",16.75116
2015-11-01,10,"Crops rainfed",0.450300000000001
2015-11-01,30,"Crop-tree mosaic",0.18012
2015-11-01,60,"Woodland",39.53634
2015-11-01,120,"Shrubland",31.9713
2015-11-01,130,"Grassland",2.34156
2015-11-01,180,"Flooded Vegetation",0
2015-11-01,190,"Built areas",0
2015-11-01,200,"Bare areas",0.0900600000000001
2015-11-01,210,"Water bodies",16.57104
2015-12-01,10,"Crops rainfed",1.44096
2015-12-01,30,"Crop-tree mosaic",0.540360000000001
2015-12-01,60,"Woodland",0.720480000000001
2015-12-01,120,"Shrubland",5.13342000000001
2015-12-01,130,"Grassland",0.630420000000001
2015-12-01,180,"Flooded Vegetation",0
2015-12-01,190,"Built areas",0
2015-12-01,200,"Bare areas",0.0900600000000001
2015-12-01,210,"Water bodies",16.57104
2016-01-01,10,"Crops rainfed",0
2016-01-01,30,"Crop-tree mosaic",0
2016-01-01,60,"Woodland",0.990660000000001
2016-01-01,120,"Shrubland",59.8899000000001
2016-01-01,130,"Grassland",2.88192
2016-01-01,180,"Flooded Vegetation",0.0900600000000001
2016-01-01,190,"Built areas",0
2016-01-01,200,"Bare areas",0.36024
2016-01-01,210,"Water bodies",16.57104
2016-02-01,10,"Crops rainfed",0
2016-02-01,30,"Crop-tree mosaic",0
2016-02-01,60,"Woodland",0
2016-02-01,120,"Shrubland",0.720480000000001
2016-02-01,130,"Grassland",0.630420000000001
2016-02-01,180,"Flooded Vegetation",0
2016-02-01,190,"Built areas",0
2016-02-01,200,"Bare areas",0.0900600000000001
2016-02-01,210,"Water bodies",16.57104
2016-03-01,10,"Crops rainfed",0
2016-03-01,30,"Crop-tree mosaic",0
2016-03-01,60,"Woodland",0
2016-03-01,120,"Shrubland",0.720480000000001
2016-03-01,130,"Grassland",0.630420000000001
2016-03-01,180,"Flooded Vegetation",0
2016-03-01,190,"Built areas",0
2016-03-01,200,"Bare areas",0.0900600000000001
2016-03-01,210,"Water bodies",16.57104
2016-04-01,10,"Crops rainfed",0
2016-04-01,30,"Crop-tree mosaic",0
2016-04-01,60,"Woodland",0
2016-04-01,120,"Shrubland",0.720480000000001
2016-04-01,130,"Grassland",0.720480000000001
2016-04-01,180,"Flooded Vegetation",0
2016-04-01,190,"Built areas",0
2016-04-01,200,"Bare areas",0.0900600000000001
2016-04-01,210,"Water bodies",16.57104
2016-05-01,10,"Crops rainfed",0
2016-05-01,30,"Crop-tree mosaic",0
2016-05-01,60,"Woodland",0
2016-05-01,120,"Shrubland",0.720480000000001
2016-05-01,130,"Grassland",0.630420000000001
2016-05-01,180,"Flooded Vegetation",0
2016-05-01,190,"Built areas",0
2016-05-01,200,"Bare areas",0.0900600000000001
2016-05-01,210,"Water bodies",16.57104
2016-06-01,10,"Crops rainfed",1.98132
2016-06-01,30,"Crop-tree mosaic",5.22348000000001
2016-06-01,60,"Woodland",4.23282000000001
2016-06-01,120,"Shrubland",91.3208400000001
2016-06-01,130,"Grassland",2.61174
2016-06-01,180,"Flooded Vegetation",0
2016-06-01,190,"Built areas",0
2016-06-01,200,"Bare areas",0.0900600000000001
2016-06-01,210,"Water bodies",16.57104
2016-07-01,10,"Crops rainfed",0
2016-07-01,30,"Crop-tree mosaic",0.450300000000001
2016-07-01,60,"Woodland",4.59306000000001
2016-07-01,120,"Shrubland",86.0073000000001
2016-07-01,130,"Grassland",1.71114
2016-07-01,180,"Flooded Vegetation",0
2016-07-01,190,"Built areas",0
2016-07-01,200,"Bare areas",0.0900600000000001
2016-07-01,210,"Water bodies",16.57104
2016-08-01,10,"Crops rainfed",0
2016-08-01,30,"Crop-tree mosaic",0.18012
2016-08-01,60,"Woodland",17.83188
2016-08-01,120,"Shrubland",77.3615400000001
2016-08-01,130,"Grassland",0.630420000000001
2016-08-01,180,"Flooded Vegetation",0
2016-08-01,190,"Built areas",0
2016-08-01,200,"Bare areas",0.0900600000000001
2016-08-01,210,"Water bodies",16.57104
2016-09-01,10,"Crops rainfed",51.0640200000001
2016-09-01,30,"Crop-tree mosaic",17.92194
2016-09-01,60,"Woodland",22.42494
2016-09-01,120,"Shrubland",1562.45094
2016-09-01,130,"Grassland",22.0647
2016-09-01,180,"Flooded Vegetation",0.36024
2016-09-01,190,"Built areas",0
2016-09-01,200,"Bare areas",0.990660000000001
2016-09-01,210,"Water bodies",16.57104
2016-10-01,10,"Crops rainfed",14.13942
2016-10-01,30,"Crop-tree mosaic",10.44696
2016-10-01,60,"Woodland",60.0700200000001
2016-10-01,120,"Shrubland",1397.37096
2016-10-01,130,"Grassland",61.1507400000001
2016-10-01,180,"Flooded Vegetation",0
2016-10-01,190,"Built areas",0
2016-10-01,200,"Bare areas",0.36024
2016-10-01,210,"Water bodies",16.57104
2016-11-01,10,"Crops rainfed",16.12074
2016-11-01,30,"Crop-tree mosaic",11.07738
2016-11-01,60,"Woodland",88.0786800000001
2016-11-01,120,"Shrubland",489.656220000001
2016-11-01,130,"Grassland",28.72914
2016-11-01,180,"Flooded Vegetation",0
2016-11-01,190,"Built areas",0
2016-11-01,200,"Bare areas",0.900600000000001
2016-11-01,210,"Water bodies",16.57104
2016-12-01,10,"Crops rainfed",0
2016-12-01,30,"Crop-tree mosaic",0
2016-12-01,60,"Woodland",0
2016-12-01,120,"Shrubland",0.720480000000001
2016-12-01,130,"Grassland",0.630420000000001
2016-12-01,180,"Flooded Vegetation",0
2016-12-01,190,"Built areas",0
2016-12-01,200,"Bare areas",0.0900600000000001
2016-12-01,210,"Water bodies",16.57104
2017-01-01,10,"Crops rainfed",0
2017-01-01,30,"Crop-tree mosaic",0
2017-01-01,60,"Woodland",0
2017-01-01,120,"Shrubland",0.720480000000001
2017-01-01,130,"Grassland",0.630420000000001
2017-01-01,180,"Flooded Vegetation",0
2017-01-01,190,"Built areas",0
2017-01-01,200,"Bare areas",0.0900600000000001
2017-01-01,210,"Water bodies",16.57104
2017-02-01,10,"Crops rainfed",0
2017-02-01,30,"Crop-tree mosaic",0
2017-02-01,60,"Woodland",0
2017-02-01,120,"Shrubland",0.720480000000001
2017-02-01,130,"Grassland",0.630420000000001
2017-02-01,180,"Flooded Vegetation",0
2017-02-01,190,"Built areas",0
2017-02-01,200,"Bare areas",0.0900600000000001
2017-02-01,210,"Water bodies",16.57104
2017-03-01,10,"Crops rainfed",0
2017-03-01,30,"Crop-tree mosaic",0
2017-03-01,60,"Woodland",0
2017-03-01,120,"Shrubland",0.990660000000001
2017-03-01,130,"Grassland",1.08072
2017-03-01,180,"Flooded Vegetation",0
2017-03-01,190,"Built areas",0
2017-03-01,200,"Bare areas",3.33222
2017-03-01,210,"Water bodies",16.57104
2017-04-01,10,"Crops rainfed",0
2017-04-01,30,"Crop-tree mosaic",0
2017-04-01,60,"Woodland",0
2017-04-01,120,"Shrubland",25.6671
2017-04-01,130,"Grassland",0.630420000000001
2017-04-01,180,"Flooded Vegetation",0
2017-04-01,190,"Built areas",0
2017-04-01,200,"Bare areas",0.0900600000000001
2017-04-01,210,"Water bodies",16.57104
2017-05-01,10,"Crops rainfed",0
2017-05-01,30,"Crop-tree mosaic",0
2017-05-01,60,"Woodland",0
2017-05-01,120,"Shrubland",47.3715600000001
2017-05-01,130,"Grassland",0.630420000000001
2017-05-01,180,"Flooded Vegetation",0
2017-05-01,190,"Built areas",0
2017-05-01,200,"Bare areas",0.0900600000000001
2017-05-01,210,"Water bodies",16.57104
2017-06-01,10,"Crops rainfed",1.98132
2017-06-01,30,"Crop-tree mosaic",0.720480000000001
2017-06-01,60,"Woodland",0.720480000000001
2017-06-01,120,"Shrubland",86.7277800000001
2017-06-01,130,"Grassland",1.98132
2017-06-01,180,"Flooded Vegetation",0
2017-06-01,190,"Built areas",0
2017-06-01,200,"Bare areas",0.0900600000000001
2017-06-01,210,"Water bodies",16.57104
2017-07-01,10,"Crops rainfed",0.0900600000000001
2017-07-01,30,"Crop-tree mosaic",0.540360000000001
2017-07-01,60,"Woodland",0.36024
2017-07-01,120,"Shrubland",128.7858
2017-07-01,130,"Grassland",0.630420000000001
2017-07-01,180,"Flooded Vegetation",0
2017-07-01,190,"Built areas",0
2017-07-01,200,"Bare areas",0.0900600000000001
2017-07-01,210,"Water bodies",16.57104
2017-08-01,10,"Crops rainfed",11.88792
2017-08-01,30,"Crop-tree mosaic",23.32554
2017-08-01,60,"Woodland",49.7131200000001
2017-08-01,120,"Shrubland",1568.8452
2017-08-01,130,"Grassland",35.1234
2017-08-01,180,"Flooded Vegetation",0.36024
2017-08-01,190,"Built areas",0
2017-08-01,200,"Bare areas",2.7018
2017-08-01,210,"Water bodies",16.57104
2017-09-01,10,"Crops rainfed",139.593
2017-09-01,30,"Crop-tree mosaic",86.8178400000001
2017-09-01,60,"Woodland",251.44752
2017-09-01,120,"Shrubland",2558.24436
2017-09-01,130,"Grassland",74.5696800000001
2017-09-01,180,"Flooded Vegetation",0.27018
2017-09-01,190,"Built areas",0
2017-09-01,200,"Bare areas",0.540360000000001
2017-09-01,210,"Water bodies",16.6611
2017-10-01,10,"Crops rainfed",44.30952
2017-10-01,30,"Crop-tree mosaic",28.27884
2017-10-01,60,"Woodland",30.35022
2017-10-01,120,"Shrubland",652.394640000001
2017-10-01,130,"Grassland",13.23882
2017-10-01,180,"Flooded Vegetation",0.18012
2017-10-01,190,"Built areas",0
2017-10-01,200,"Bare areas",0.0900600000000001
2017-10-01,210,"Water bodies",16.75116
2017-11-01,10,"Crops rainfed",0
2017-11-01,30,"Crop-tree mosaic",0
2017-11-01,60,"Woodland",3.96264
2017-11-01,120,"Shrubland",101.85786
2017-11-01,130,"Grassland",2.16144
2017-11-01,180,"Flooded Vegetation",0
2017-11-01,190,"Built areas",0
2017-11-01,200,"Bare areas",0.0900600000000001
2017-11-01,210,"Water bodies",16.57104
2017-12-01,10,"Crops rainfed",0
2017-12-01,30,"Crop-tree mosaic",0
2017-12-01,60,"Woodland",0
2017-12-01,120,"Shrubland",0.720480000000001
2017-12-01,130,"Grassland",0.630420000000001
2017-12-01,180,"Flooded Vegetation",0
2017-12-01,190,"Built areas",0
2017-12-01,200,"Bare areas",0.0900600000000001
2017-12-01,210,"Water bodies",16.57104
2018-01-01,10,"Crops rainfed",0
2018-01-01,30,"Crop-tree mosaic",0
2018-01-01,60,"Woodland",0.27018
2018-01-01,120,"Shrubland",3.96264
2018-01-01,130,"Grassland",0.630420000000001
2018-01-01,180,"Flooded Vegetation",0
2018-01-01,190,"Built areas",0
2018-01-01,200,"Bare areas",0
2018-01-01,210,"Water bodies",16.57104
2018-02-01,10,"Crops rainfed",0
2018-02-01,30,"Crop-tree mosaic",0
2018-02-01,60,"Woodland",0
2018-02-01,120,"Shrubland",0.720480000000001
2018-02-01,130,"Grassland",0.630420000000001
2018-02-01,180,"Flooded Vegetation",0
2018-02-01,190,"Built areas",0
2018-02-01,200,"Bare areas",0
2018-02-01,210,"Water bodies",16.57104
2018-03-01,10,"Crops rainfed",0
2018-03-01,30,"Crop-tree mosaic",0
2018-03-01,60,"Woodland",0
2018-03-01,120,"Shrubland",2.43162
2018-03-01,130,"Grassland",0.990660000000001
2018-03-01,180,"Flooded Vegetation",0
2018-03-01,190,"Built areas",0
2018-03-01,200,"Bare areas",0.450300000000001
2018-03-01,210,"Water bodies",16.57104
2018-04-01,10,"Crops rainfed",0
2018-04-01,30,"Crop-tree mosaic",0
2018-04-01,60,"Woodland",0
2018-04-01,120,"Shrubland",1.71114
2018-04-01,130,"Grassland",0.720480000000001
2018-04-01,180,"Flooded Vegetation",0
2018-04-01,190,"Built areas",0
2018-04-01,200,"Bare areas",0
2018-04-01,210,"Water bodies",16.57104
2018-05-01,10,"Crops rainfed",0
2018-05-01,30,"Crop-tree mosaic",0
2018-05-01,60,"Woodland",0
2018-05-01,120,"Shrubland",36.20412
2018-05-01,130,"Grassland",0.630420000000001
2018-05-01,180,"Flooded Vegetation",0
2018-05-01,190,"Built areas",0
2018-05-01,200,"Bare areas",0
2018-05-01,210,"Water bodies",16.57104
2018-06-01,10,"Crops rainfed",0
2018-06-01,30,"Crop-tree mosaic",0
2018-06-01,60,"Woodland",0
2018-06-01,120,"Shrubland",14.67978
2018-06-01,130,"Grassland",0.630420000000001
2018-06-01,180,"Flooded Vegetation",0
2018-06-01,190,"Built areas",0
2018-06-01,200,"Bare areas",0
2018-06-01,210,"Water bodies",16.57104
2018-07-01,10,"Crops rainfed",0
2018-07-01,30,"Crop-tree mosaic",0.720480000000001
2018-07-01,60,"Woodland",1.89126
2018-07-01,120,"Shrubland",26.74782
2018-07-01,130,"Grassland",5.13342000000001
2018-07-01,180,"Flooded Vegetation",0
2018-07-01,190,"Built areas",0
2018-07-01,200,"Bare areas",0
2018-07-01,210,"Water bodies",16.75116
2018-08-01,10,"Crops rainfed",0
2018-08-01,30,"Crop-tree mosaic",0
2018-08-01,60,"Woodland",0.810540000000001
2018-08-01,120,"Shrubland",67.8151800000001
2018-08-01,130,"Grassland",0.630420000000001
2018-08-01,180,"Flooded Vegetation",0
2018-08-01,190,"Built areas",0
2018-08-01,200,"Bare areas",0
2018-08-01,210,"Water bodies",16.57104
2018-09-01,10,"Crops rainfed",40.7071200000001
2018-09-01,30,"Crop-tree mosaic",8.10540000000001
2018-09-01,60,"Woodland",90.1500600000001
2018-09-01,120,"Shrubland",1068.47184
2018-09-01,130,"Grassland",9.63642000000001
2018-09-01,180,"Flooded Vegetation",0.0900600000000001
2018-09-01,190,"Built areas",0
2018-09-01,200,"Bare areas",0
2018-09-01,210,"Water bodies",16.57104
2018-10-01,10,"Crops rainfed",68.8959000000001
2018-10-01,30,"Crop-tree mosaic",30.53034
2018-10-01,60,"Woodland",156.61434
2018-10-01,120,"Shrubland",2325.07902
2018-10-01,130,"Grassland",115.45692
2018-10-01,180,"Flooded Vegetation",0.18012
2018-10-01,190,"Built areas",0
2018-10-01,200,"Bare areas",0
2018-10-01,210,"Water bodies",16.57104
2018-11-01,10,"Crops rainfed",3.6024
2018-11-01,30,"Crop-tree mosaic",19.8132
2018-11-01,60,"Woodland",10.98732
2018-11-01,120,"Shrubland",139.23276
2018-11-01,130,"Grassland",5.13342000000001
2018-11-01,180,"Flooded Vegetation",0
2018-11-01,190,"Built areas",0
2018-11-01,200,"Bare areas",0
