"country","date","lc_class","lc_desc","function (x, y = NULL, na.rm = FALSE, use) 
{
    if (missing(use)) 
        use <- if (na.rm) 
            ""na.or.complete""
        else ""everything""
    na.method <- pmatch(use, c(""all.obs"", ""complete.obs"", ""pairwise.complete.obs"", ""everything"", ""na.or.complete""))
    if (is.na(na.method)) 
        stop(""invalid 'use' argument"")
    if (is.data.frame(x)) 
        x <- as.matrix(x)
    else stopifnot(is.atomic(x))
    if (is.data.frame(y)) 
        y <- as.matrix(y)
    else stopifnot(is.atomic(y))
    .Call(C_cov, x, y, na.method, FALSE)
}"
"BW",2009-03-16,180,"Flooded Vegetation",1.47648146643454e-05
"ZW",2009-03-16,180,"Flooded Vegetation",1.50426386915989e-05
"BW",2009-03-16,190,"Built areas",1.48655672091991e-05
"ZW",2009-03-16,190,"Built areas",2.33834566222699e-05
"BW",2009-03-16,200,"Bare areas",1.3989846137807e-05
"ZW",2009-03-16,200,"Bare areas",2.37098211073317e-05
"ZW",2009-03-16,210,"Water bodies",1.30045104652788e-05
"BW",2009-04-16,10,"Crops rainfed",2.03714096403693e-07
"ZW",2009-04-16,10,"Crops rainfed",1.59592085143333e-06
"BW",2009-04-16,30,"Crop-tree mosaic",2.13733495715697e-07
"ZW",2009-04-16,30,"Crop-tree mosaic",1.49709323847263e-06
"BW",2009-04-16,60,"Woodland",2.70691026665188e-07
"ZW",2009-04-16,60,"Woodland",1.46303722328425e-06
"BW",2009-04-16,120,"Shrubland",2.55531162798823e-07
"ZW",2009-04-16,120,"Shrubland",1.77985749037162e-06
"BW",2009-04-16,130,"Grassland",2.48540558679174e-07
"ZW",2009-04-16,130,"Grassland",1.36788657566756e-06
"BW",2009-04-16,180,"Flooded Vegetation",1.17377016070694e-07
"ZW",2009-04-16,180,"Flooded Vegetation",1.40514898470055e-06
"BW",2009-04-16,190,"Built areas",1.15809207557049e-07
"ZW",2009-04-16,190,"Built areas",1.89089438681192e-06
"BW",2009-04-16,200,"Bare areas",1.33630815647828e-07
"ZW",2009-04-16,200,"Bare areas",1.82142196081259e-06
"ZW",2009-04-16,210,"Water bodies",1.6590665923203e-06
"BW",2009-05-16,10,"Crops rainfed",4.73222927233476e-07
"ZW",2009-05-16,10,"Crops rainfed",7.5108573532775e-07
"BW",2009-05-16,30,"Crop-tree mosaic",4.81361584688678e-07
"ZW",2009-05-16,30,"Crop-tree mosaic",9.10703722455465e-07
"BW",2009-05-16,60,"Woodland",4.20502410110283e-07
"ZW",2009-05-16,60,"Woodland",7.90366390760422e-07
"BW",2009-05-16,120,"Shrubland",3.85900898065864e-07
"ZW",2009-05-16,120,"Shrubland",3.01801366804217e-07
"BW",2009-05-16,130,"Grassland",3.55071121109718e-07
"ZW",2009-05-16,130,"Grassland",6.48993766293228e-07
"BW",2009-05-16,180,"Flooded Vegetation",2.74716071728747e-07
"ZW",2009-05-16,180,"Flooded Vegetation",2.59315268562997e-07
"BW",2009-05-16,190,"Built areas",2.72668671641441e-07
"ZW",2009-05-16,190,"Built areas",2.89185064257292e-07
"BW",2009-05-16,200,"Bare areas",2.90570078366555e-07
"ZW",2009-05-16,200,"Bare areas",2.89735908154398e-07
"ZW",2009-05-16,210,"Water bodies",2.35956380772282e-07
"BW",2009-06-16,10,"Crops rainfed",1.29336422780199e-07
"ZW",2009-06-16,10,"Crops rainfed",3.85265224094471e-07
"BW",2009-06-16,30,"Crop-tree mosaic",2.1474912975321e-07
"ZW",2009-06-16,30,"Crop-tree mosaic",3.99972747319142e-07
"BW",2009-06-16,60,"Woodland",1.03534017725019e-07
"ZW",2009-06-16,60,"Woodland",4.02586652943209e-07
"BW",2009-06-16,120,"Shrubland",1.07585964684944e-07
"ZW",2009-06-16,120,"Shrubland",2.03248530638743e-07
"BW",2009-06-16,130,"Grassland",9.21791510941919e-08
"ZW",2009-06-16,130,"Grassland",2.87062549101343e-07
"BW",2009-06-16,180,"Flooded Vegetation",1.04433284122565e-07
"ZW",2009-06-16,180,"Flooded Vegetation",2.30702195762998e-07
"BW",2009-06-16,190,"Built areas",1.02883355168615e-07
"ZW",2009-06-16,190,"Built areas",2.98454329102545e-07
"BW",2009-06-16,200,"Bare areas",1.15649187316185e-07
"ZW",2009-06-16,200,"Bare areas",3.09931778019745e-07
"ZW",2009-06-16,210,"Water bodies",1.93370821075318e-07
"BW",2009-07-16,10,"Crops rainfed",5.56212309375459e-08
"ZW",2009-07-16,10,"Crops rainfed",2.70686598647311e-07
"BW",2009-07-16,30,"Crop-tree mosaic",1.15092619959237e-07
"ZW",2009-07-16,30,"Crop-tree mosaic",2.61191369361991e-07
"BW",2009-07-16,60,"Woodland",4.76160158632805e-08
"ZW",2009-07-16,60,"Woodland",2.92514437993841e-07
"BW",2009-07-16,120,"Shrubland",4.91474182061441e-08
"ZW",2009-07-16,120,"Shrubland",1.08303912121047e-07
"BW",2009-07-16,130,"Grassland",3.76152584470419e-08
"ZW",2009-07-16,130,"Grassland",1.72997640732899e-07
"BW",2009-07-16,180,"Flooded Vegetation",5.25987533168321e-08
"ZW",2009-07-16,180,"Flooded Vegetation",1.22487196636146e-07
"BW",2009-07-16,190,"Built areas",5.27678025719069e-08
"ZW",2009-07-16,190,"Built areas",1.30939239143812e-07
"BW",2009-07-16,200,"Bare areas",5.13977133503213e-08
"ZW",2009-07-16,200,"Bare areas",1.33956561398918e-07
"ZW",2009-07-16,210,"Water bodies",1.01939943095515e-07
"BW",2009-08-16,10,"Crops rainfed",1.16976604094091e-08
"ZW",2009-08-16,10,"Crops rainfed",6.65325538811452e-08
"BW",2009-08-16,30,"Crop-tree mosaic",1.11579754920536e-08
"ZW",2009-08-16,30,"Crop-tree mosaic",4.31413493941888e-08
"BW",2009-08-16,60,"Woodland",8.63307494682985e-09
"ZW",2009-08-16,60,"Woodland",7.27609516534596e-08
"BW",2009-08-16,120,"Shrubland",1.10249758513572e-08
"ZW",2009-08-16,120,"Shrubland",4.13355224223385e-08
"BW",2009-08-16,130,"Grassland",9.06966640294513e-09
"ZW",2009-08-16,130,"Grassland",3.88224558068849e-08
"BW",2009-08-16,180,"Flooded Vegetation",1.91691065663389e-08
"ZW",2009-08-16,180,"Flooded Vegetation",6.5574583005766e-08
"BW",2009-08-16,190,"Built areas",1.92242239904772e-08
"ZW",2009-08-16,190,"Built areas",8.36915726213824e-08
"BW",2009-08-16,200,"Bare areas",1.85596849893585e-08
"ZW",2009-08-16,200,"Bare areas",8.7268134052465e-08
"ZW",2009-08-16,210,"Water bodies",5.62445791149009e-08
"BW",2009-09-16,10,"Crops rainfed",7.26338935208455e-09
"ZW",2009-09-16,10,"Crops rainfed",2.98089209576214e-08
"BW",2009-09-16,30,"Crop-tree mosaic",1.38236461752702e-08
"ZW",2009-09-16,30,"Crop-tree mosaic",3.55273420054699e-08
"BW",2009-09-16,60,"Woodland",6.08148437872989e-09
"ZW",2009-09-16,60,"Woodland",2.81599424574428e-08
"BW",2009-09-16,120,"Shrubland",6.3509958860333e-09
"ZW",2009-09-16,120,"Shrubland",1.55271166786401e-08
"BW",2009-09-16,130,"Grassland",4.66104959604159e-09
"ZW",2009-09-16,130,"Grassland",2.32268455465621e-08
"BW",2009-09-16,180,"Flooded Vegetation",6.01447067525116e-09
"ZW",2009-09-16,180,"Flooded Vegetation",1.82608635278497e-08
"BW",2009-09-16,190,"Built areas",6.02363448010124e-09
"ZW",2009-09-16,190,"Built areas",4.38441873127932e-08
"BW",2009-09-16,200,"Bare areas",5.98845136421863e-09
"ZW",2009-09-16,200,"Bare areas",4.60700952942261e-08
"ZW",2009-09-16,210,"Water bodies",1.18453689405527e-08
"BW",2009-10-16,10,"Crops rainfed",1.39744033042188e-05
"ZW",2009-10-16,10,"Crops rainfed",9.71520554892596e-06
"BW",2009-10-16,30,"Crop-tree mosaic",1.29280191866429e-05
"ZW",2009-10-16,30,"Crop-tree mosaic",1.01528361853607e-05
"BW",2009-10-16,60,"Woodland",1.38563649916875e-05
"ZW",2009-10-16,60,"Woodland",1.07145508349597e-05
"BW",2009-10-16,120,"Shrubland",1.34502980972488e-05
"ZW",2009-10-16,120,"Shrubland",1.05276254008216e-05
"BW",2009-10-16,130,"Grassland",1.32893078349832e-05
"ZW",2009-10-16,130,"Grassland",1.11051728957456e-05
"BW",2009-10-16,180,"Flooded Vegetation",1.23447467017655e-05
"ZW",2009-10-16,180,"Flooded Vegetation",9.32362050102361e-06
"BW",2009-10-16,190,"Built areas",1.23335903481347e-05
"ZW",2009-10-16,190,"Built areas",8.73943795328154e-06
"BW",2009-10-16,200,"Bare areas",1.24591647481756e-05
"ZW",2009-10-16,200,"Bare areas",8.34693310025614e-06
"ZW",2009-10-16,210,"Water bodies",9.9471512988242e-06
"BW",2009-11-16,10,"Crops rainfed",5.77124719090073e-05
"ZW",2009-11-16,10,"Crops rainfed",4.89126188769281e-05
"BW",2009-11-16,30,"Crop-tree mosaic",6.50590833126918e-05
"ZW",2009-11-16,30,"Crop-tree mosaic",5.58377463140239e-05
"BW",2009-11-16,60,"Woodland",5.46584607874555e-05
"ZW",2009-11-16,60,"Woodland",4.62419136472781e-05
"BW",2009-11-16,120,"Shrubland",5.60551644616234e-05
"ZW",2009-11-16,120,"Shrubland",4.43655355434522e-05
"BW",2009-11-16,130,"Grassland",5.47254441535244e-05
"ZW",2009-11-16,130,"Grassland",5.03003482358358e-05
"BW",2009-11-16,180,"Flooded Vegetation",5.24204419029096e-05
"ZW",2009-11-16,180,"Flooded Vegetation",4.03557992868651e-05
"BW",2009-11-16,190,"Built areas",5.22451555298176e-05
"ZW",2009-11-16,190,"Built areas",3.92634725302173e-05
"BW",2009-11-16,200,"Bare areas",5.36428380031129e-05
"ZW",2009-11-16,200,"Bare areas",3.87476466130465e-05
"ZW",2009-11-16,210,"Water bodies",4.08874776519002e-05
"BW",2009-12-16,10,"Crops rainfed",6.13958313610553e-05
"ZW",2009-12-16,10,"Crops rainfed",9.45476997703276e-05
"BW",2009-12-16,30,"Crop-tree mosaic",6.11276965510353e-05
"ZW",2009-12-16,30,"Crop-tree mosaic",7.60013896071946e-05
"BW",2009-12-16,60,"Woodland",5.60076174405511e-05
"ZW",2009-12-16,60,"Woodland",0.000122067795479531
"BW",2009-12-16,120,"Shrubland",5.74664193585346e-05
"ZW",2009-12-16,120,"Shrubland",6.87473168888036e-05
"BW",2009-12-16,130,"Grassland",5.92168521502417e-05
"ZW",2009-12-16,130,"Grassland",6.79470504485005e-05
"BW",2009-12-16,180,"Flooded Vegetation",4.90200356973612e-05
"ZW",2009-12-16,180,"Flooded Vegetation",8.50904097882076e-05
"BW",2009-12-16,190,"Built areas",4.86289827676956e-05
"ZW",2009-12-16,190,"Built areas",5.15418408821886e-05
"BW",2009-12-16,200,"Bare areas",5.1750180374765e-05
"ZW",2009-12-16,200,"Bare areas",4.84479242004454e-05
"ZW",2009-12-16,210,"Water bodies",9.24214426682422e-05
"BW",2010-01-16,10,"Crops rainfed",2.62820792941354e-05
"ZW",2010-01-16,10,"Crops rainfed",2.90474488617382e-05
"BW",2010-01-16,30,"Crop-tree mosaic",2.87090811508324e-05
"ZW",2010-01-16,30,"Crop-tree mosaic",2.67098645698238e-05
"BW",2010-01-16,60,"Woodland",2.65749962697847e-05
"ZW",2010-01-16,60,"Woodland",2.88460256019442e-05
"BW",2010-01-16,120,"Shrubland",2.53989294844883e-05
"ZW",2010-01-16,120,"Shrubland",2.24900676691517e-05
"BW",2010-01-16,130,"Grassland",2.47311557311386e-05
"ZW",2010-01-16,130,"Grassland",2.24321825781262e-05
"BW",2010-01-16,180,"Flooded Vegetation",2.57520867897846e-05
"ZW",2010-01-16,180,"Flooded Vegetation",2.75649124374374e-05
"BW",2010-01-16,190,"Built areas",2.57850279012928e-05
"ZW",2010-01-16,190,"Built areas",1.65921103384777e-05
"BW",2010-01-16,200,"Bare areas",2.55389236988007e-05
"ZW",2010-01-16,200,"Bare areas",1.62654177984223e-05
"ZW",2010-01-16,210,"Water bodies",2.84949881896192e-05
"BW",2010-02-15,10,"Crops rainfed",0.000132046391142073
"ZW",2010-02-15,10,"Crops rainfed",0.000171771720047196
"BW",2010-02-15,30,"Crop-tree mosaic",0.000133739729153869
"ZW",2010-02-15,30,"Crop-tree mosaic",0.000135290302531911
"BW",2010-02-15,60,"Woodland",0.00011275584801951
"ZW",2010-02-15,60,"Woodland",0.000177693824290174
"BW",2010-02-15,120,"Shrubland",0.000124805691060077
"ZW",2010-02-15,120,"Shrubland",0.000208819341332432
"BW",2010-02-15,130,"Grassland",0.000124151856248614
"ZW",2010-02-15,130,"Grassland",0.000156111891136299
"BW",2010-02-15,180,"Flooded Vegetation",0.000127862929681165
"ZW",2010-02-15,180,"Flooded Vegetation",0.000171021320663082
"BW",2010-02-15,190,"Built areas",0.000127192819491029
"ZW",2010-02-15,190,"Built areas",0.000267117292635242
"BW",2010-02-15,200,"Bare areas",0.000131959387979285
"ZW",2010-02-15,200,"Bare areas",0.000267072871793061
"ZW",2010-02-15,210,"Water bodies",0.000172112545719163
"BW",2010-03-16,10,"Crops rainfed",2.72344831261761e-05
"ZW",2010-03-16,10,"Crops rainfed",3.08087109121346e-05
"BW",2010-03-16,30,"Crop-tree mosaic",2.69379775660875e-05
"ZW",2010-03-16,30,"Crop-tree mosaic",3.34510542962987e-05
"BW",2010-03-16,60,"Woodland",2.43227752911975e-05
"ZW",2010-03-16,60,"Woodland",2.81035842163719e-05
"BW",2010-03-16,120,"Shrubland",2.52559476398185e-05
"ZW",2010-03-16,120,"Shrubland",2.44652994426479e-05
"BW",2010-03-16,130,"Grassland",2.43522822176785e-05
"ZW",2010-03-16,130,"Grassland",2.75977988272084e-05
"BW",2010-03-16,180,"Flooded Vegetation",2.70028168735145e-05
"ZW",2010-03-16,180,"Flooded Vegetation",2.45300569263353e-05
"BW",2010-03-16,190,"Built areas",2.69537576969014e-05
"ZW",2010-03-16,190,"Built areas",2.39109769598868e-05
"BW",2010-03-16,200,"Bare areas",2.71995191654598e-05
"ZW",2010-03-16,200,"Bare areas",2.38428201555507e-05
"ZW",2010-03-16,210,"Water bodies",2.42732646513658e-05
"BW",2010-04-16,10,"Crops rainfed",1.63062098986836e-06
"ZW",2010-04-16,10,"Crops rainfed",1.70390013787181e-06
"BW",2010-04-16,30,"Crop-tree mosaic",1.42876412531464e-06
"ZW",2010-04-16,30,"Crop-tree mosaic",1.84242720601676e-06
"BW",2010-04-16,60,"Woodland",1.57422672252105e-06
"ZW",2010-04-16,60,"Woodland",1.61948990127853e-06
"BW",2010-04-16,120,"Shrubland",1.4998055538343e-06
"ZW",2010-04-16,120,"Shrubland",1.6679211918984e-06
"BW",2010-04-16,130,"Grassland",1.43340667531868e-06
"ZW",2010-04-16,130,"Grassland",1.71234351607443e-06
"BW",2010-04-16,180,"Flooded Vegetation",1.85394179806207e-06
"ZW",2010-04-16,180,"Flooded Vegetation",3.28651268925266e-06
"BW",2010-04-16,190,"Built areas",1.86352178843663e-06
"ZW",2010-04-16,190,"Built areas",1.48211553778947e-06
"BW",2010-04-16,200,"Bare areas",1.7780319768511e-06
"ZW",2010-04-16,200,"Bare areas",1.49913296354498e-06
"ZW",2010-04-16,210,"Water bodies",3.13425413591888e-06
"BW",2010-05-16,10,"Crops rainfed",1.21293325609843e-06
"ZW",2010-05-16,10,"Crops rainfed",7.88749495829411e-07
"BW",2010-05-16,30,"Crop-tree mosaic",1.09816285648922e-06
"ZW",2010-05-16,30,"Crop-tree mosaic",9.19751644990543e-07
"BW",2010-05-16,60,"Woodland",1.26229483342937e-06
"ZW",2010-05-16,60,"Woodland",7.78551023817489e-07
"BW",2010-05-16,120,"Shrubland",1.23294552646948e-06
"ZW",2010-05-16,120,"Shrubland",7.00560672591983e-07
"BW",2010-05-16,130,"Grassland",1.24263694523659e-06
"ZW",2010-05-16,130,"Grassland",9.02691531018468e-07
"BW",2010-05-16,180,"Flooded Vegetation",9.62952580377188e-07
"ZW",2010-05-16,180,"Flooded Vegetation",6.16578296476524e-07
"BW",2010-05-16,190,"Built areas",9.67447135735711e-07
"ZW",2010-05-16,190,"Built areas",5.55014543172111e-07
"BW",2010-05-16,200,"Bare areas",9.35901004614792e-07
"ZW",2010-05-16,200,"Bare areas",5.39688358003332e-07
"ZW",2010-05-16,210,"Water bodies",6.06274504995643e-07
"BW",2010-06-16,10,"Crops rainfed",4.15909734975005e-07
"ZW",2010-06-16,10,"Crops rainfed",5.86238233326373e-07
"BW",2010-06-16,30,"Crop-tree mosaic",4.29587982047446e-07
"ZW",2010-06-16,30,"Crop-tree mosaic",5.05540524854303e-07
"BW",2010-06-16,60,"Woodland",4.53181965984506e-07
"ZW",2010-06-16,60,"Woodland",6.04434654218161e-07
"BW",2010-06-16,120,"Shrubland",4.07938953673448e-07
"ZW",2010-06-16,120,"Shrubland",5.14780029277535e-07
"BW",2010-06-16,130,"Grassland",4.07153082262349e-07
"ZW",2010-06-16,130,"Grassland",4.71796305681402e-07
"BW",2010-06-16,180,"Flooded Vegetation",4.04307079683398e-07
"ZW",2010-06-16,180,"Flooded Vegetation",6.77657092969989e-07
"BW",2010-06-16,190,"Built areas",4.05152832172462e-07
"ZW",2010-06-16,190,"Built areas",4.54756206358686e-07
"BW",2010-06-16,200,"Bare areas",3.99485689736332e-07
"ZW",2010-06-16,200,"Bare areas",4.64785784970445e-07
"ZW",2010-06-16,210,"Water bodies",6.82833601372146e-07
"BW",2010-07-16,10,"Crops rainfed",3.09840775971517e-07
"ZW",2010-07-16,10,"Crops rainfed",8.87755422533723e-07
"BW",2010-07-16,30,"Crop-tree mosaic",3.99839064921823e-07
"ZW",2010-07-16,30,"Crop-tree mosaic",8.12836656777675e-07
"BW",2010-07-16,60,"Woodland",2.88855744168446e-07
"ZW",2010-07-16,60,"Woodland",8.75114973244011e-07
"BW",2010-07-16,120,"Shrubland",2.89156938210012e-07
"ZW",2010-07-16,120,"Shrubland",5.18166972657396e-07
"BW",2010-07-16,130,"Grassland",2.807626152967e-07
"ZW",2010-07-16,130,"Grassland",6.09513232159469e-07
"BW",2010-07-16,180,"Flooded Vegetation",2.63544596212317e-07
"ZW",2010-07-16,180,"Flooded Vegetation",9.29027038409913e-07
"BW",2010-07-16,190,"Built areas",2.62544148199595e-07
"ZW",2010-07-16,190,"Built areas",5.55110500913708e-07
"BW",2010-07-16,200,"Bare areas",2.71206653931625e-07
"ZW",2010-07-16,200,"Bare areas",5.69169060327113e-07
"ZW",2010-07-16,210,"Water bodies",8.98020818596024e-07
"BW",2010-08-16,10,"Crops rainfed",4.48973435470347e-07
"ZW",2010-08-16,10,"Crops rainfed",9.17827459200038e-07
"BW",2010-08-16,30,"Crop-tree mosaic",5.00016345280788e-07
"ZW",2010-08-16,30,"Crop-tree mosaic",9.39170792508489e-07
"BW",2010-08-16,60,"Woodland",3.40499820234708e-07
"ZW",2010-08-16,60,"Woodland",8.40890280186352e-07
"BW",2010-08-16,120,"Shrubland",3.56636829960588e-07
"ZW",2010-08-16,120,"Shrubland",3.93706441614417e-07
"BW",2010-08-16,130,"Grassland",3.17111631525229e-07
"ZW",2010-08-16,130,"Grassland",5.73096450012861e-07
"BW",2010-08-16,180,"Flooded Vegetation",2.89829928705503e-07
"ZW",2010-08-16,180,"Flooded Vegetation",3.93207102069354e-07
"BW",2010-08-16,190,"Built areas",2.80956641063312e-07
"ZW",2010-08-16,190,"Built areas",3.34641321015339e-07
"BW",2010-08-16,200,"Bare areas",3.53239196371005e-07
"ZW",2010-08-16,200,"Bare areas",3.43296676419413e-07
"ZW",2010-08-16,210,"Water bodies",3.18223505517593e-07
"BW",2010-09-16,10,"Crops rainfed",2.32944327146867e-06
"ZW",2010-09-16,10,"Crops rainfed",2.99211475614019e-06
"BW",2010-09-16,30,"Crop-tree mosaic",1.91097340256799e-06
"ZW",2010-09-16,30,"Crop-tree mosaic",2.41067193974871e-06
"BW",2010-09-16,60,"Woodland",1.88603969621689e-06
"ZW",2010-09-16,60,"Woodland",4.07737659300286e-06
"BW",2010-09-16,120,"Shrubland",1.83916097685217e-06
"ZW",2010-09-16,120,"Shrubland",1.63869020526052e-06
"BW",2010-09-16,130,"Grassland",1.55187529950105e-06
"ZW",2010-09-16,130,"Grassland",2.08605763531964e-06
"BW",2010-09-16,180,"Flooded Vegetation",1.4985469386227e-06
"ZW",2010-09-16,180,"Flooded Vegetation",1.72045553753355e-06
"BW",2010-09-16,190,"Built areas",1.48304900449148e-06
"ZW",2010-09-16,190,"Built areas",1.63449305013788e-06
"BW",2010-09-16,200,"Bare areas",1.61130211557584e-06
"ZW",2010-09-16,200,"Bare areas",1.66061192885536e-06
"ZW",2010-09-16,210,"Water bodies",1.46080085087256e-06
"BW",2010-10-16,10,"Crops rainfed",9.68293885396358e-07
"ZW",2010-10-16,10,"Crops rainfed",5.12782957718404e-07
"BW",2010-10-16,30,"Crop-tree mosaic",7.41347922018136e-07
"ZW",2010-10-16,30,"Crop-tree mosaic",5.86781914039956e-07
"BW",2010-10-16,60,"Woodland",9.07856300642407e-07
"ZW",2010-10-16,60,"Woodland",5.66502005844518e-07
"BW",2010-10-16,120,"Shrubland",7.93039936466598e-07
"ZW",2010-10-16,120,"Shrubland",3.12013238888785e-07
"BW",2010-10-16,130,"Grassland",7.70095822511181e-07
"ZW",2010-10-16,130,"Grassland",5.03458631052233e-07
"BW",2010-10-16,180,"Flooded Vegetation",7.25013097581797e-07
"ZW",2010-10-16,180,"Flooded Vegetation",2.22089444726419e-07
"BW",2010-10-16,190,"Built areas",7.21627031907701e-07
"ZW",2010-10-16,190,"Built areas",1.95787193441837e-07
"BW",2010-10-16,200,"Bare areas",7.4999372235193e-07
"ZW",2010-10-16,200,"Bare areas",1.63988858048469e-07
"ZW",2010-10-16,210,"Water bodies",2.40232264680096e-07
"BW",2010-11-16,10,"Crops rainfed",4.44552413028607e-05
"ZW",2010-11-16,10,"Crops rainfed",3.70258477775239e-05
"BW",2010-11-16,30,"Crop-tree mosaic",4.12724582309042e-05
"ZW",2010-11-16,30,"Crop-tree mosaic",3.80838916203008e-05
"BW",2010-11-16,60,"Woodland",4.2594608571862e-05
"ZW",2010-11-16,60,"Woodland",3.57206288638515e-05
"BW",2010-11-16,120,"Shrubland",4.17226840970597e-05
"ZW",2010-11-16,120,"Shrubland",3.58952201720608e-05
"BW",2010-11-16,130,"Grassland",4.22905817753833e-05
"ZW",2010-11-16,130,"Grassland",3.63139799226921e-05
"BW",2010-11-16,180,"Flooded Vegetation",3.57830665322851e-05
"ZW",2010-11-16,180,"Flooded Vegetation",3.80076683844284e-05
"BW",2010-11-16,190,"Built areas",3.57807584805414e-05
"ZW",2010-11-16,190,"Built areas",3.46247604592405e-05
"BW",2010-11-16,200,"Bare areas",3.58522764160094e-05
"ZW",2010-11-16,200,"Bare areas",3.42561033903621e-05
"ZW",2010-11-16,210,"Water bodies",3.98000321658164e-05
"BW",2010-12-16,10,"Crops rainfed",9.13502691133899e-05
"ZW",2010-12-16,10,"Crops rainfed",9.44400174917483e-05
"BW",2010-12-16,30,"Crop-tree mosaic",8.53817529506125e-05
"ZW",2010-12-16,30,"Crop-tree mosaic",8.53361221523252e-05
"BW",2010-12-16,60,"Woodland",8.70284800133051e-05
"ZW",2010-12-16,60,"Woodland",9.37414738417229e-05
"BW",2010-12-16,120,"Shrubland",8.7562423974685e-05
"ZW",2010-12-16,120,"Shrubland",8.43253277049448e-05
"BW",2010-12-16,130,"Grassland",8.83464805173039e-05
"ZW",2010-12-16,130,"Grassland",8.4421782825662e-05
"BW",2010-12-16,180,"Flooded Vegetation",7.95823102266326e-05
"ZW",2010-12-16,180,"Flooded Vegetation",8.74983062460207e-05
"BW",2010-12-16,190,"Built areas",7.92606515460648e-05
"ZW",2010-12-16,190,"Built areas",0.000143902719833468
"BW",2010-12-16,200,"Bare areas",8.17624968377059e-05
"ZW",2010-12-16,200,"Bare areas",0.000148104401887394
"ZW",2010-12-16,210,"Water bodies",7.71723687886033e-05
"BW",2011-01-16,10,"Crops rainfed",8.17772676902899e-05
"ZW",2011-01-16,10,"Crops rainfed",6.39794450786326e-05
"BW",2011-01-16,30,"Crop-tree mosaic",8.89981189498653e-05
"ZW",2011-01-16,30,"Crop-tree mosaic",6.25192491779027e-05
"BW",2011-01-16,60,"Woodland",8.58817516369249e-05
"ZW",2011-01-16,60,"Woodland",6.8271066089843e-05
"BW",2011-01-16,120,"Shrubland",8.39846655349212e-05
"ZW",2011-01-16,120,"Shrubland",7.9244408015915e-05
"BW",2011-01-16,130,"Grassland",9.39778800414923e-05
"ZW",2011-01-16,130,"Grassland",7.84017827100088e-05
"BW",2011-01-16,180,"Flooded Vegetation",6.58082587776605e-05
"ZW",2011-01-16,180,"Flooded Vegetation",6.83648657473103e-05
"BW",2011-01-16,190,"Built areas",6.58605058561079e-05
"ZW",2011-01-16,190,"Built areas",9.20255671681495e-05
"BW",2011-01-16,200,"Bare areas",6.58149999667822e-05
"ZW",2011-01-16,200,"Bare areas",9.1964342573192e-05
"ZW",2011-01-16,210,"Water bodies",6.71796256621905e-05
"BW",2011-02-15,10,"Crops rainfed",3.2929382567301e-05
"ZW",2011-02-15,10,"Crops rainfed",3.05601290661062e-05
"BW",2011-02-15,30,"Crop-tree mosaic",3.14182862594456e-05
"ZW",2011-02-15,30,"Crop-tree mosaic",2.89415997551375e-05
"BW",2011-02-15,60,"Woodland",3.15334444621202e-05
"ZW",2011-02-15,60,"Woodland",2.93678882930499e-05
"BW",2011-02-15,120,"Shrubland",3.04782067874654e-05
"ZW",2011-02-15,120,"Shrubland",2.86908160951026e-05
"BW",2011-02-15,130,"Grassland",2.93087632213436e-05
"ZW",2011-02-15,130,"Grassland",2.73122799324103e-05
"BW",2011-02-15,180,"Flooded Vegetation",2.61137240060536e-05
"ZW",2011-02-15,180,"Flooded Vegetation",3.2438455095055e-05
"BW",2011-02-15,190,"Built areas",2.5994353563874e-05
"ZW",2011-02-15,190,"Built areas",2.9552964778271e-05
"BW",2011-02-15,200,"Bare areas",2.70940236550665e-05
"ZW",2011-02-15,200,"Bare areas",2.97153746942058e-05
"ZW",2011-02-15,210,"Water bodies",3.29180987967487e-05
"BW",2011-03-16,10,"Crops rainfed",4.3491931867154e-05
"ZW",2011-03-16,10,"Crops rainfed",3.80417725141139e-05
"BW",2011-03-16,30,"Crop-tree mosaic",3.86476463978243e-05
"ZW",2011-03-16,30,"Crop-tree mosaic",3.65847197741895e-05
"BW",2011-03-16,60,"Woodland",4.23871153153257e-05
"ZW",2011-03-16,60,"Woodland",3.76874539678143e-05
"BW",2011-03-16,120,"Shrubland",4.31758572657683e-05
"ZW",2011-03-16,120,"Shrubland",3.83232382061161e-05
"BW",2011-03-16,130,"Grassland",4.40618690283002e-05
"ZW",2011-03-16,130,"Grassland",3.78522081356485e-05
"BW",2011-03-16,180,"Flooded Vegetation",3.98023885036064e-05
"ZW",2011-03-16,180,"Flooded Vegetation",3.65320363646158e-05
"BW",2011-03-16,190,"Built areas",3.96639698010404e-05
"ZW",2011-03-16,190,"Built areas",3.89613066675208e-05
"BW",2011-03-16,200,"Bare areas",4.08752483018994e-05
"ZW",2011-03-16,200,"Bare areas",3.87213258363772e-05
"ZW",2011-03-16,210,"Water bodies",3.6157339151111e-05
"BW",2011-04-16,10,"Crops rainfed",1.2425679139487e-05
"ZW",2011-04-16,10,"Crops rainfed",7.6804004465089e-06
"BW",2011-04-16,30,"Crop-tree mosaic",1.35171465102673e-05
"ZW",2011-04-16,30,"Crop-tree mosaic",1.03266875612879e-05
"BW",2011-04-16,60,"Woodland",1.18470294153432e-05
"ZW",2011-04-16,60,"Woodland",7.17952493277578e-06
"BW",2011-04-16,120,"Shrubland",1.2169345006212e-05
"ZW",2011-04-16,120,"Shrubland",7.34579102710085e-06
